video_id,title,channel,published_at,view_count,like_count,comment_count,url,bag_query,scraped_at
kmsKsdH1lvU,Bottega Veneta Winter 2026 Show,Bottega Veneta,2026-03-04 08:32:12+00:00,306,0,0,https://www.youtube.com/watch?v=kmsKsdH1lvU,Bottega Veneta Pouch,2026-03-04
7pPr1C95Auc,Kiara Advani carrying Bottega Veneta Campana Bag worth ₹4.17 Lakh😱🔥 #filmfashionfitness,Flim Fashion Fitness,2026-03-03 19:24:22+00:00,8173,256,5,https://www.youtube.com/watch?v=7pPr1C95Auc,Bottega Veneta Pouch,2026-03-04
sk1WimyIOQM,Bottega Veneta Winter 2026 Show,Bottega Veneta,2026-03-03 08:40:38+00:00,1652,0,0,https://www.youtube.com/watch?v=sk1WimyIOQM,Bottega Veneta Pouch,2026-03-04
7BWpvr5DCjo,Bottega Veneta Winter 2026 Show,Bottega Veneta,2026-03-02 17:13:03+00:00,2005,0,0,https://www.youtube.com/watch?v=7BWpvr5DCjo,Bottega Veneta Pouch,2026-03-04
MFDI9GEpM0E,Bottega Veneta Winter 2026 Show,Bottega Veneta,2026-03-02 14:00:40+00:00,2492,0,0,https://www.youtube.com/watch?v=MFDI9GEpM0E,Bottega Veneta Pouch,2026-03-04
1twr2qIAkdM,Bottega Veneta🧶 fall 2026 review #fashionnews #bottegaveneta #luxury,John Villa,2026-03-01 02:34:34+00:00,76802,6216,179,https://www.youtube.com/watch?v=1twr2qIAkdM,Bottega Veneta Pouch,2026-03-04
jOD5jircMko,Bottega Veneta Winter 2026 Show,Bottega Veneta,2026-02-28 19:45:33+00:00,609769,0,57,https://www.youtube.com/watch?v=jOD5jircMko,Bottega Veneta Pouch,2026-03-04
OIe297Uz8wY,Introducing Bottega Veneta Winter 2026,Bottega Veneta,2026-02-25 09:00:14+00:00,3797,0,2,https://www.youtube.com/watch?v=OIe297Uz8wY,Bottega Veneta Pouch,2026-03-04
WniUy09G37U,Introducing Bottega Veneta Winter 2026,Bottega Veneta,2026-02-25 09:00:09+00:00,10685,0,1,https://www.youtube.com/watch?v=WniUy09G37U,Bottega Veneta Pouch,2026-03-04
SZRV1Ba3VM0,Bottega Veneta Summer 2026 Campaign,Bottega Veneta,2026-02-18 14:09:10+00:00,1048,0,0,https://www.youtube.com/watch?v=SZRV1Ba3VM0,Bottega Veneta Pouch,2026-03-04
0gX_ib7TZu4,7 BEST & WORST Designer Bags To Buy If You’re OVER 50,Elvira Hartwell,2026-02-03 16:17:32+00:00,37391,451,42,https://www.youtube.com/watch?v=0gX_ib7TZu4,Bottega Veneta Pouch,2026-03-04
It-ScG7djxE,"The Luxury ""IT BAGS"" of 2026 | Worth it or overhyped? *My Honest Opinions*",Je suis Lou,2026-02-01 12:00:35+00:00,27103,858,67,https://www.youtube.com/watch?v=It-ScG7djxE,Bottega Veneta Pouch,2026-03-04
NKe-O3bYP2A,Bottega Veneta Small Andiamo Review (Pros & Cons + Wear & Tear After Almost 2 Years)!,Michelle Orgeta,2026-01-30 00:59:32+00:00,984,25,10,https://www.youtube.com/watch?v=NKe-O3bYP2A,Bottega Veneta Pouch,2026-03-04
-ufFlkWUhks,"2025 Designer Bags: The Good, The Bad & The Overhyped",Tamara Kalinic,2026-01-21 19:00:00+00:00,99710,2553,289,https://www.youtube.com/watch?v=-ufFlkWUhks,Bottega Veneta Pouch,2026-03-04
RtBUGjrW79I,I Ranked Every Major Luxury Brand After Cutting Them Open,Tanner Leatherstein,2026-01-16 19:00:25+00:00,336529,10056,1904,https://www.youtube.com/watch?v=RtBUGjrW79I,Bottega Veneta Pouch,2026-03-04
Nl44DxzvpFM,Bottega Veneta Small Andiamo Honest Review | Wear & Tear | What Fits | Mod shots| Everything to Know,Heart Mumblr,2026-01-16 12:45:02+00:00,1763,53,27,https://www.youtube.com/watch?v=Nl44DxzvpFM,Bottega Veneta Pouch,2026-03-04
bTjobB_bjgY,Why I Sold My Bottega Veneta Andiamo Bag After 6 Months,Fashion Afternoon Tea,2026-01-12 12:19:36+00:00,7116,104,32,https://www.youtube.com/watch?v=bTjobB_bjgY,Bottega Veneta Pouch,2026-03-04
Ys2txPphR_w,"Bottega Veneta Ciao Ciao Review 👜✨ | Honest Thoughts, Wear & Tear, Pros & Cons, Mod Shots, What Fits",Jamie at LuxPetite,2026-01-11 15:01:04+00:00,641,28,10,https://www.youtube.com/watch?v=Ys2txPphR_w,Bottega Veneta Pouch,2026-03-04
pGcVJkvH2_Q,BOTTEGA VENETA HAUL + UNBOXING ⚜️ | Johor Premium outlet vlog,H a l c y o n m a e ,2026-01-06 10:00:06+00:00,530,10,3,https://www.youtube.com/watch?v=pGcVJkvH2_Q,Bottega Veneta Pouch,2026-03-04
pmdOCPBWkRU,Luxury Birthday Unboxing: Cartier Love Bracelet & Bottega Veneta Wallace Bag,All Things Nawni,2025-12-30 19:08:16+00:00,1012,45,7,https://www.youtube.com/watch?v=pmdOCPBWkRU,Bottega Veneta Pouch,2026-03-04
iGPYt4y-Z_w,Bottega Veneta Concert Pouch Unboxing 💚 #blackgirlluxurytiktok #unboxing,SoGwenLifestyle,2025-12-24 11:02:51+00:00,520,0,0,https://www.youtube.com/watch?v=iGPYt4y-Z_w,Bottega Veneta Pouch,2026-03-04
9DhOeLer3LI,Bottega Veneta Spring/Summer 2024 Fashion Show | Milan Fashion Week,Brandibay Fashion,2025-12-17 18:05:30+00:00,377,15,0,https://www.youtube.com/watch?v=9DhOeLer3LI,Bottega Veneta Pouch,2026-03-04
-1XS26RHLM0,Bottega Veneta Mini Pouch Review,Armcandy Bag Co,2025-12-12 10:00:00+00:00,407,4,0,https://www.youtube.com/watch?v=-1XS26RHLM0,Bottega Veneta Pouch,2026-03-04
oLulWlkJdOg,Is Bottega's MUST-HAVE Hop Bag Worth It?,Handbagholic,2025-12-05 10:39:41+00:00,6716,195,18,https://www.youtube.com/watch?v=oLulWlkJdOg,Bottega Veneta Pouch,2026-03-04
bO52CTd8dIk,Bottega Veneta Concert pouch intrecciato leather shoulder bag.,Fashion Girl,2025-11-27 10:10:52+00:00,875,4,0,https://www.youtube.com/watch?v=bO52CTd8dIk,Bottega Veneta Pouch,2026-03-04
PUwkrdNa1UM,IT'S HERE! Bottega Veneta RELAUNCHED ITS CLASSIC BAG - THE VENETA BAG | Luxe Chit Chat | KAT L,Kat L,2025-11-24 22:00:33+00:00,2865,83,44,https://www.youtube.com/watch?v=PUwkrdNa1UM,Bottega Veneta Pouch,2026-03-04
z1HRCjI-2WM,Bottega Veneta’s High Perfumery Collection – Are These Really Worth $400+?!,Cubaknow,2025-11-24 17:01:10+00:00,2498,127,15,https://www.youtube.com/watch?v=z1HRCjI-2WM,Bottega Veneta Pouch,2026-03-04
TgMnL1wYwbE,Are Bottega Bags Worth It? My Thoughts After Owning 9,Handbagholic,2025-11-24 15:44:49+00:00,23683,592,56,https://www.youtube.com/watch?v=TgMnL1wYwbE,Bottega Veneta Pouch,2026-03-04
Mg4GWQTIO90,Bottega Veneta NEW ARRIVALS: The Bags You Need To See!✨,Carolina Oliveira,2025-11-19 16:00:36+00:00,1091,23,2,https://www.youtube.com/watch?v=Mg4GWQTIO90,Bottega Veneta Pouch,2026-03-04
_V-H7aUskMc,The 10 Best Everyday Designer Bags for 2026,Luxfy,2025-11-16 13:01:12+00:00,51190,574,13,https://www.youtube.com/watch?v=_V-H7aUskMc,Bottega Veneta Pouch,2026-03-04
mKxDUi0qT74,Subtle Luxury | Bottega Veneta Fall/Winter 2025–2026 Cozy Chic Essentials,Milea Fashion,2025-11-04 22:02:35+00:00,2482,62,3,https://www.youtube.com/watch?v=mKxDUi0qT74,Bottega Veneta Pouch,2026-03-04
RRS5uMnCNrY,Bottega Veneta Andiamo Clutch | Unboxing & Review,Stasie Luxe,2025-11-03 20:23:55+00:00,513,11,4,https://www.youtube.com/watch?v=RRS5uMnCNrY,Bottega Veneta Pouch,2026-03-04
MajDkVy3ImE,What are Dreams by Bottega Veneta,Bottega Veneta,2025-11-03 14:32:07+00:00,469255,0,11,https://www.youtube.com/watch?v=MajDkVy3ImE,Bottega Veneta Pouch,2026-03-04
XE65okUGlsA,What are Dreams by Bottega Veneta,Bottega Veneta,2025-11-03 14:31:59+00:00,414388,0,1,https://www.youtube.com/watch?v=XE65okUGlsA,Bottega Veneta Pouch,2026-03-04
9aG4F0X0j7M,I Said I'd Never Buy This Bag,Handbagholic,2025-10-31 10:00:24+00:00,33798,1076,82,https://www.youtube.com/watch?v=9aG4F0X0j7M,Bottega Veneta Pouch,2026-03-04
X0vmEHpSIiE,Bottega Veneta Large Hop Bag Review,In Corso ,2025-10-24 16:16:41+00:00,3649,59,1,https://www.youtube.com/watch?v=X0vmEHpSIiE,Bottega Veneta Pouch,2026-03-04
qoK8GlLNdCE,Unboxing my new Bottega Jodie bag with me for spring 🥰 Soo fine ❤️ link on bio 😘,Sophie finds,2025-10-14 14:30:48+00:00,539,5,0,https://www.youtube.com/watch?v=qoK8GlLNdCE,Bottega Veneta Pouch,2026-03-04
AMjpRnyC0LA,5 Ways to Wear Bottega Veneta Andiamo Bag #luxuryfashion #bottegaveneta,Stasie Luxe,2025-10-12 19:05:18+00:00,10353,55,0,https://www.youtube.com/watch?v=AMjpRnyC0LA,Bottega Veneta Pouch,2026-03-04
XqJLv_UIZzA,Best Investment Bag 2026? | Bottega Veneta Andiamo Review,Stasie Luxe,2025-10-12 18:14:34+00:00,7994,104,29,https://www.youtube.com/watch?v=XqJLv_UIZzA,Bottega Veneta Pouch,2026-03-04
qpnyXZmbiR8,RM and Jin at Milan Fashion Week 2025 #rmxbottegaveneta #jinxgucci #milanfashionweek  #bts,KatKat,2025-10-11 22:20:01+00:00,23275,2297,12,https://www.youtube.com/watch?v=qpnyXZmbiR8,Bottega Veneta Pouch,2026-03-04
8gk4-xUDPPA,unboxing bottega veneta brown leather handbag #bottegaveneta #leatherbag #handbags #unboxing #fyp,陈Vera,2025-10-10 03:08:57+00:00,2063,6,0,https://www.youtube.com/watch?v=8gk4-xUDPPA,Bottega Veneta Pouch,2026-03-04
zDb4-xTaZ5Y,SOOIN MEOVV at BOTTEGA VENETA SS26 | Milan Fashion Week 2025 #shorts,Social Post Addict,2025-10-10 01:31:01+00:00,170,9,0,https://www.youtube.com/watch?v=zDb4-xTaZ5Y,Bottega Veneta Pouch,2026-03-04
OHpTQNyo7Yk,Anok Yai walking for Bottega Veneta Summer 2025 Show #anokyai #bottegaveneta #runway,Nathaniya,2025-10-09 13:14:03+00:00,1334,68,2,https://www.youtube.com/watch?v=OHpTQNyo7Yk,Bottega Veneta Pouch,2026-03-04
xGVJ4RH0_Fs,Balenciaga | Spring/Summer 2026 | Paris Fashion Week,Fashion Feed,2025-10-04 19:05:35+00:00,140737,2308,213,https://www.youtube.com/watch?v=xGVJ4RH0_Fs,Bottega Veneta Pouch,2026-03-04
OFM_SYw1ccg,LOEWE Spring Summer 2026 women’s runway collection,LOEWE,2025-10-03 10:31:58+00:00,2119364,1803,105,https://www.youtube.com/watch?v=OFM_SYw1ccg,Bottega Veneta Pouch,2026-03-04
fFzyXqTN31Y,What's In Lakshmi Manchu's Bottega Bag? | Hauterrfly #shorts,Hauterrfly,2025-10-03 10:18:18+00:00,214817,1307,6,https://www.youtube.com/watch?v=fFzyXqTN31Y,Bottega Veneta Pouch,2026-03-04
NetYqwtojr4,"НУ НАКОНЕЦ-ТО! ⚡ Взрывные дебюты Gucci, Bottega Veneta и падение модных трендов. Разбор недели моды",Ольга Крайзман,2025-10-03 10:15:05+00:00,214821,6245,619,https://www.youtube.com/watch?v=NetYqwtojr4,Bottega Veneta Pouch,2026-03-04
7XIBFCpY1zQ,Дебют Луиз Троттер в Bottega Veneta🎙️ #мода #модныепоказы #неделямоды #fashion  #bottegaveneta,ReStyleStudio&School,2025-10-02 15:01:02+00:00,15835,314,6,https://www.youtube.com/watch?v=7XIBFCpY1zQ,Bottega Veneta Pouch,2026-03-04
XSDCBMy-Ers,Bottega sardine bag unboxing with me for spring 🥰 Soo fine ❤️ link on bio 😘,sophie findsss,2025-10-02 09:34:38+00:00,346,3,1,https://www.youtube.com/watch?v=XSDCBMy-Ers,Bottega Veneta Pouch,2026-03-04
URHn49brkCA,I.N at Milan Fashion Week / Bottega Veneta 2025 #jeongin #I.N #straykids #skz  #kpop #stay,danidverse,2025-09-28 14:00:31+00:00,2889,246,6,https://www.youtube.com/watch?v=URHn49brkCA,Bottega Veneta Pouch,2026-03-04
Q-PqqF6C9o8,Namjoon leaving the Bottega Veneta event #namjoon #rm #bottegaveneta #shorts #mfw2025,Tannieśonly🌟,2025-09-27 20:27:37+00:00,24156,1818,42,https://www.youtube.com/watch?v=Q-PqqF6C9o8,Bottega Veneta Pouch,2026-03-04
94YVVePmU40,He is so massive now 😖😩 #namjoon #rm #bottegaveneta #shorts #mfw2025,Tannieśonly🌟,2025-09-27 17:22:10+00:00,49919,2519,63,https://www.youtube.com/watch?v=94YVVePmU40,Bottega Veneta Pouch,2026-03-04
JVmOqhOimT4,Uma Thurman @ Milan Fashion Week 27 september 2025 show Bottega Veneta ,Paris Videostars,2025-09-27 17:13:41+00:00,490,7,1,https://www.youtube.com/watch?v=JVmOqhOimT4,Bottega Veneta Pouch,2026-03-04
EbnjdQUTdSU,RM sitting next to Uma Thurman & Anna Wintour at Bottega Veneta Summer 2026 at Milan Fashion Week,BTS Sweemeow ,2025-09-27 16:47:45+00:00,755259,0,181,https://www.youtube.com/watch?v=EbnjdQUTdSU,Bottega Veneta Pouch,2026-03-04
GtNM4zpGvIs,Bottega Veneta | Spring/Summer 2026 | Milan Fashion Week,Fashion Feed,2025-09-27 16:05:13+00:00,86614,1600,71,https://www.youtube.com/watch?v=GtNM4zpGvIs,Bottega Veneta Pouch,2026-03-04
Vlf4g28CgQQ,Namjoon at Bottega Veneta Show 🔥,Butter BTS k-pop,2025-09-27 15:59:23+00:00,32667,3032,48,https://www.youtube.com/watch?v=Vlf4g28CgQQ,Bottega Veneta Pouch,2026-03-04
N175V2OK3K0,Bottega Veneta Summer 2026 Show,Bottega Veneta,2025-09-27 15:58:50+00:00,18980266,0,196,https://www.youtube.com/watch?v=N175V2OK3K0,Bottega Veneta Pouch,2026-03-04
E49-SMgZjXw,#RM at Bottega Veneta Summer 2026 at the Milan Fashion Week. Look at him Damn handsome😭💙 #bts #rm,"𝗬𝗼𝗼𝗻𝗶𝘃𝗲𝗿𝘀𝗲⁷ᴬᴿᴵᴿᴬᴺᴳ
",2025-09-27 15:57:47+00:00,4716,0,12,https://www.youtube.com/watch?v=E49-SMgZjXw,Bottega Veneta Pouch,2026-03-04
6F-WMDINyx0,RM HAS ARRIVED AT BOTTEGA VENETA SS26 FASHION SHOW,BTS Sweemeow ,2025-09-27 15:51:06+00:00,17449,1968,26,https://www.youtube.com/watch?v=6F-WMDINyx0,Bottega Veneta Pouch,2026-03-04
FzA3pIC3J_o,RM BTS KIM NAMJOON @ Milan Fashion Week 27 september 2025 show Bottega Veneta ,Paris Videostars,2025-09-27 15:37:28+00:00,12248,873,60,https://www.youtube.com/watch?v=FzA3pIC3J_o,Bottega Veneta Pouch,2026-03-04
pvwb5xpXaxI,Prada | Spring/Summer 2026 | Milan Fashion Week,Fashion Feed,2025-09-25 13:06:55+00:00,45792,677,64,https://www.youtube.com/watch?v=pvwb5xpXaxI,Bottega Veneta Pouch,2026-03-04
dnykhbJPuXE,Introducing Bottega Veneta Summer 2026,Bottega Veneta,2025-09-24 10:00:51+00:00,31969,0,0,https://www.youtube.com/watch?v=dnykhbJPuXE,Bottega Veneta Pouch,2026-03-04
LAnMZEcsoZE,which combo is your favorite? #travel #bags #luxury #mens,Ben Taylor,2025-09-23 14:10:32+00:00,164238,3087,73,https://www.youtube.com/watch?v=LAnMZEcsoZE,Bottega Veneta Pouch,2026-03-04
VNyXI_nBeQ0,Cardi B - Bodega Baddie [Official Audio],Cardi B,2025-09-19 04:00:39+00:00,3902263,69691,3283,https://www.youtube.com/watch?v=VNyXI_nBeQ0,Bottega Veneta Pouch,2026-03-04
ACujzn81rC4,I Bought Bottega’s Must-Have IT Bag #handbagholic #designerbags #bottegaveneta,Handbagholic,2025-09-16 16:10:06+00:00,77296,1237,154,https://www.youtube.com/watch?v=ACujzn81rC4,Bottega Veneta Pouch,2026-03-04
rT47tKp9ohI,"Autumn 2025 Trends You’ll Actually Wear: Chloé Boots, Bottega Bags, The Row Loafers",Tamara Kalinic,2025-09-10 18:00:53+00:00,164539,3975,217,https://www.youtube.com/watch?v=rT47tKp9ohI,Bottega Veneta Pouch,2026-03-04
rVAkQ_ntwPI,6 Bottega Veneta Bags That Are Worth Collecting,Luxfy,2025-09-09 13:01:42+00:00,2513,41,1,https://www.youtube.com/watch?v=rVAkQ_ntwPI,Bottega Veneta Pouch,2026-03-04
37WiTK5Ha2c,3 Stylish Ways to Wear Your Bottega Veneta Mini Pouch #howtowear,Hector F. Boatright,2025-09-07 12:25:23+00:00,4125,23,0,https://www.youtube.com/watch?v=37WiTK5Ha2c,Bottega Veneta Pouch,2026-03-04
99_o6R8_8Fs,Bottega Veneta Luxury Bags Collection 2025 | Luxury Shopping in Switzerland #bottega #designer #bag,Shopaholic,2025-09-04 12:05:47+00:00,5658,31,0,https://www.youtube.com/watch?v=99_o6R8_8Fs,Bottega Veneta Pouch,2026-03-04
oJOvPq2A8nI,Unboxing the Bottega Veneta Vanity Bang Bang Bag 👛,angela lani ,2025-08-30 15:09:01+00:00,1223,23,10,https://www.youtube.com/watch?v=oJOvPq2A8nI,Bottega Veneta Pouch,2026-03-04
Xf0fymzEYVM,Ameesha Patel Ka Designer Bags Collections! @FarahKhanK #shorts,Farah Khan,2025-08-22 10:24:37+00:00,37271794,511621,2088,https://www.youtube.com/watch?v=Xf0fymzEYVM,Bottega Veneta Pouch,2026-03-04
87pT0GRwQJw,Unboxing my new Bottega sardine bag for spring 🥰 Soo fine ❤️ link on bio,Sophie home finds ,2025-08-13 19:00:13+00:00,325,1,0,https://www.youtube.com/watch?v=87pT0GRwQJw,Bottega Veneta Pouch,2026-03-04
YWYHEkaq9_g,Unboxing my new Bottega sardine bag for spring 🥰 Soo perfect 😘 link on bio,Sophie unboxing ,2025-08-13 18:49:55+00:00,373,3,0,https://www.youtube.com/watch?v=YWYHEkaq9_g,Bottega Veneta Pouch,2026-03-04
krnu4oikGXY,Bottega Veneta Bag Unboxing #luxury,Adrianne Kiara,2025-08-10 21:00:50+00:00,9726,119,2,https://www.youtube.com/watch?v=krnu4oikGXY,Bottega Veneta Pouch,2026-03-04
3SS6jtGENfE,Bottega Veneta | Spring/Summer 2025 | Milan Fashion Week - 4K,Fashion Feed,2025-08-10 05:42:10+00:00,7068,137,9,https://www.youtube.com/watch?v=3SS6jtGENfE,Bottega Veneta Pouch,2026-03-04
vAGLfK2v7aI,What Fits in My Bottega Veneta Concert Pouch,Joan,2025-08-09 00:45:05+00:00,5995,27,2,https://www.youtube.com/watch?v=vAGLfK2v7aI,Bottega Veneta Pouch,2026-03-04
xv0fyWLNST0,"*WORTH BUYING?* Bottega Veneta Andiamo 1st Impression, Pros & Cons | Kat L",Kat L,2025-08-08 14:56:56+00:00,24396,414,174,https://www.youtube.com/watch?v=xv0fyWLNST0,Bottega Veneta Pouch,2026-03-04
8tvuvyIsrQY,Reviewing my bottega veneta bags #bagcollection #designerbags #bottegaveneta,Gabriella Tam,2025-08-08 03:35:18+00:00,7186,89,1,https://www.youtube.com/watch?v=8tvuvyIsrQY,Bottega Veneta Pouch,2026-03-04
xMlyumQv2IM,"BOTTEGA VENETA ANDIAMO CLUTCH - Price, Wear and Tear, What fits, Is it worth it? #luxuryhandbag",Chiara Aliesh,2025-08-07 17:47:10+00:00,1383,0,13,https://www.youtube.com/watch?v=xMlyumQv2IM,Bottega Veneta Pouch,2026-03-04
Tu-FWlK85jo,Bottega Veneta Store Music · Deep House Fashion Playlist 2025,Music For Shops,2025-08-05 13:00:56+00:00,281470,5547,40,https://www.youtube.com/watch?v=Tu-FWlK85jo,Bottega Veneta Pouch,2026-03-04
-0XE77CPDPo,BOTTEGA VENETA,Kolja Goldstein - Topic,2025-07-31 22:01:36+00:00,156476,1273,29,https://www.youtube.com/watch?v=-0XE77CPDPo,Bottega Veneta Pouch,2026-03-04
b-x9BRgvunc,UNBOXING BOTTEGA VENETAParachute medium intrecciato leather shoulder bag,BRAND FASHION,2025-07-30 14:34:53+00:00,1839,10,1,https://www.youtube.com/watch?v=b-x9BRgvunc,Bottega Veneta Pouch,2026-03-04
YB_mes8BHao,Love for Chunky Chain Bags #bottegaveneta #chainpouch #unboxing #designer,Deborah Crume,2025-07-27 09:08:51+00:00,259,0,0,https://www.youtube.com/watch?v=YB_mes8BHao,Bottega Veneta Pouch,2026-03-04
9nhvnCHyDFs,BOTTEGA VENETA 2025新品男士ANDIAMO背提包 #bag #chanelboybag #bottegaveneta #fashion #bagsonline #handbags,yihua Zhou,2025-07-17 02:51:29+00:00,499,4,0,https://www.youtube.com/watch?v=9nhvnCHyDFs,Bottega Veneta Pouch,2026-03-04
TRRm8J89XjM,Kai Cenat Unboxes His New Bottega X Tone Bag,Kai Cenat Live,2025-07-11 23:24:05+00:00,1021351,21853,152,https://www.youtube.com/watch?v=TRRm8J89XjM,Bottega Veneta Pouch,2026-03-04
OGy2rXVqzho,Bv new men's classic woven camera bag #bag #chanelboybag #bottegaveneta #fashion #camera camera,yihua Zhou,2025-07-04 09:46:48+00:00,6808,26,0,https://www.youtube.com/watch?v=OGy2rXVqzho,Bottega Veneta Pouch,2026-03-04
EZnh5CfPrWQ,New store pickup~ Bottega veneta suede teen Jodie🩶#bottegavenetabag #bottegaveneta #luxury,TANJIAS VISUAL DIARY,2025-06-30 02:18:53+00:00,4941,30,0,https://www.youtube.com/watch?v=EZnh5CfPrWQ,Bottega Veneta Pouch,2026-03-04
CHu04O1hFdQ,"""Bottega Veneta 2025""",The.Spotlight ,2025-06-25 07:31:11+00:00,549,7,0,https://www.youtube.com/watch?v=CHu04O1hFdQ,Bottega Veneta Pouch,2026-03-04
_Kp5pU33NJU,#bottegaveneta #wallet #purse #silver #unboxing #luxury #designer,PentoPaper,2025-06-24 13:00:37+00:00,2185,9,0,https://www.youtube.com/watch?v=_Kp5pU33NJU,Bottega Veneta Pouch,2026-03-04
OlgjLX2YzJQ,Bottega Veneta Lavender Double Knot Unboxing,not erica,2025-06-24 01:00:20+00:00,335,3,0,https://www.youtube.com/watch?v=OlgjLX2YzJQ,Bottega Veneta Pouch,2026-03-04
EEYrUrt4X9w,💓💓ARE BOTTEGA VENETA HANDBAGS WORTH IT 🥰 Popular BOTTEGA Bags LUXURY SHOPPING BOTTEGA HANDBAGS,Winter Lee,2025-06-23 13:00:23+00:00,1017,22,1,https://www.youtube.com/watch?v=EEYrUrt4X9w,Bottega Veneta Pouch,2026-03-04
yoNTMvMhjcI,Bottega Veneta | Spring Summer 2025 | Milan Fashion Week,reinson robertson,2025-06-17 16:19:09+00:00,2601,48,1,https://www.youtube.com/watch?v=yoNTMvMhjcI,Bottega Veneta Pouch,2026-03-04
4mmddWWUufs,BV Andiamo Parachute new series. #bag #handbags #bottegaveneta,yihua Zhou,2025-06-14 17:07:02+00:00,6610,18,5,https://www.youtube.com/watch?v=4mmddWWUufs,Bottega Veneta Pouch,2026-03-04
3JmvbhH1RGw,Current crossbody bag rotation,Ben Taylor,2025-06-12 14:41:01+00:00,243931,4102,140,https://www.youtube.com/watch?v=3JmvbhH1RGw,Bottega Veneta Pouch,2026-03-04
IZ4Ib8wKG-M,RAF Camora - BOTTEGA (Sputnik Festival),RAF Camora,2025-06-08 07:54:04+00:00,1107270,9816,525,https://www.youtube.com/watch?v=IZ4Ib8wKG-M,Bottega Veneta Pouch,2026-03-04
4QiJ47oiKBo,"How I pack my $6,000 duffle bag #bottega #lucury #tech #packing #travel #men #designer #organize",Kalani Lin,2025-05-26 21:47:00+00:00,8184,137,4,https://www.youtube.com/watch?v=4QiJ47oiKBo,Bottega Veneta Pouch,2026-03-04
OuOZsp4VWeM,Come with me purchase my first Bottega Bag 🤍 #bottegaveneta #luxuryhandbags #luxury #fyp,Jessica Ramirez,2025-05-17 20:07:12+00:00,5587,27,0,https://www.youtube.com/watch?v=OuOZsp4VWeM,Bottega Veneta Pouch,2026-03-04
l0Ick0QSeDI,the best and WORST BOTTEGA VENETA BAG | Laine’s Reviews,Laine's Reviews,2025-05-10 15:01:10+00:00,30589,267,56,https://www.youtube.com/watch?v=l0Ick0QSeDI,Bottega Veneta Pouch,2026-03-04
HYerwkrsT_4,OCENIAM MARKI LUKSUSOWE 👕,Tomasz Roy-Szabelewski,2025-05-07 12:00:27+00:00,554888,3193,217,https://www.youtube.com/watch?v=HYerwkrsT_4,Bottega Veneta Pouch,2026-03-04
KJePfi1VGCA,Bottega Veneta hop size comparison,Luxbags by Jiaxin,2025-05-06 09:40:25+00:00,22101,119,2,https://www.youtube.com/watch?v=KJePfi1VGCA,Bottega Veneta Pouch,2026-03-04
j0rrbBXnIMc,Bello&Dallas - Bottega (Clip officiel),Bello&Dallas ,2025-05-02 16:00:05+00:00,5047809,25409,292,https://www.youtube.com/watch?v=j0rrbBXnIMc,Bottega Veneta Pouch,2026-03-04
y01VD3XpiUs,Bottega Veneta Unboxing – Too Simple or Perfect?  #bag #unboxing #luxury #fashion,luxury finds,2025-05-02 11:06:31+00:00,1119,5,0,https://www.youtube.com/watch?v=y01VD3XpiUs,Bottega Veneta Pouch,2026-03-04
_rRAd_ToUWQ,"He thinks it was worth it, do you ? 👀#bottega #bag #fashion #reviews #nyc",baddiereviews.official,2025-04-27 23:33:09+00:00,5161,15,0,https://www.youtube.com/watch?v=_rRAd_ToUWQ,Bottega Veneta Pouch,2026-03-04
oISTAJJkkrA,BOTTEGA VENETA | Fall Winter | Milan Fashion Week MFW | tooStylish Fashion Show Runway Review [4K],tooStylish,2025-04-25 22:15:06+00:00,1409,13,10,https://www.youtube.com/watch?v=oISTAJJkkrA,Bottega Veneta Pouch,2026-03-04
1h1vI4pSgF4,Bottega Veneta | Spring Summer 2025 | Milan Fashion Week,FF Channel,2025-04-24 14:30:03+00:00,27552,413,14,https://www.youtube.com/watch?v=1h1vI4pSgF4,Bottega Veneta Pouch,2026-03-04
ec691qu2Oe0,The Perfect Work Bag? #bottega,Erica by Design,2025-04-24 10:01:07+00:00,8358,67,4,https://www.youtube.com/watch?v=ec691qu2Oe0,Bottega Veneta Pouch,2026-03-04
PGlfz0uRnjY,Bottega veneta andiamo clutch #haul #review #bag #luxuryunboxing #handbagcollection,The Secret Closet,2025-04-24 00:12:13+00:00,3646,20,1,https://www.youtube.com/watch?v=PGlfz0uRnjY,Bottega Veneta Pouch,2026-03-04
WJqkGcYhnwU,Bottega Veneta Intrecciato Vanity Case in Burgendy,Level Shoes,2025-04-22 14:00:47+00:00,11355,59,0,https://www.youtube.com/watch?v=WJqkGcYhnwU,Bottega Veneta Pouch,2026-03-04
Sj4N1_Qqx9g,Bottega veneta knot clutch #haul #firstlook #luxuryhandbagcollection  #review #unboxing,The Secret Closet,2025-04-19 23:24:02+00:00,1603,12,0,https://www.youtube.com/watch?v=Sj4N1_Qqx9g,Bottega Veneta Pouch,2026-03-04
WoVAydtfGHo,Bottega Veneta | Spring/Summer 2025 | Milan Fashion Week - 4K,Fashion Feed,2025-04-08 11:02:54+00:00,7894,181,8,https://www.youtube.com/watch?v=WoVAydtfGHo,Bottega Veneta Pouch,2026-03-04
iRxlwQWUA9s,10 Timeless Designer Bags Worth Investing In for 2025,Luxfy,2025-03-31 13:00:55+00:00,9422,133,2,https://www.youtube.com/watch?v=iRxlwQWUA9s,Bottega Veneta Pouch,2026-03-04
